"Row.names"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"M6-5"	"C8-2"	"D7-4"	"F4-3"	"A4-3"
"ASV27"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	1113
"ASV270"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	267	0	0
"ASV271"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	266	0	0
"ASV272"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	265	0	0	0	0
"ASV273"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	265	0	0
"ASV274"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	265
"ASV275"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	264
"ASV276"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	264
"ASV277"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	263	0	0	0	0
"ASV278"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	263	0	0	0	0
"ASV279"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	263	0	0
"ASV28"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	343	0	0	769
"ASV280"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	NA	0	0	0	0	263
"ASV281"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	261	0	0	0	0
"ASV282"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	261	0	0	0	0
"ASV283"	"Bacteria"	NA	NA	NA	NA	NA	NA	260	0	0	0	0
"ASV284"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	260	0	0	0	0
"ASV285"	"Bacteria"	"Firmicutes"	"Bacilli"	NA	NA	NA	NA	0	0	260	0	0
"ASV286"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	259	0	0	0	0
"ASV287"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	258	0	0	0	0
"ASV288"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	258	0	0
"ASV289"	"Bacteria"	NA	NA	NA	NA	NA	NA	257	0	0	0	0
"ASV29"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	1094
"ASV290"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	257	0	0
"ASV291"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	256
"ASV292"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	255	0	0	0	0
"ASV293"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Morganellaceae"	"Providencia"	"sneebia"	0	0	255	0	0
"ASV294"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	254	0	0
"ASV295"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	NA	0	0	0	254	0
"ASV296"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	253	0	0	0	0
"ASV297"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Apibacter"	NA	0	253	0	0	0
"ASV298"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	253	0	0
"ASV299"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	NA	NA	NA	NA	252	0	0	0	0
"ASV3"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	262	0	0	2123
"ASV30"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	1062
"ASV300"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Selenomonadaceae"	"Pectinatus"	NA	0	0	252	0	0
"ASV301"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	251	0	0
"ASV302"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Selenomonadaceae"	"Pectinatus"	NA	0	0	251	0	0
"ASV303"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	250	0	0	0
"ASV304"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	0	0	250	0	0
"ASV305"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	NA	0	0	250	0	0
"ASV306"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	249	0	0	0	0
"ASV307"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	249	0	0
"ASV308"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	0	0	249	0	0
"ASV309"	NA	NA	NA	NA	NA	NA	NA	0	0	0	247	0
"ASV31"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	1053
"ASV310"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA	246	0	0	0	0
"ASV311"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	246	0	0	0	0
"ASV312"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	246	0	0
"ASV313"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Selenomonadaceae"	"Pectinatus"	NA	0	0	246	0	0
"ASV314"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	246	0
"ASV315"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	0	246	0
"ASV316"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Frischella"	"perrara"	245	0	0	0	0
"ASV317"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	245	0	0	0	0
"ASV318"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	245	0	0	0
"ASV319"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	245	0	0
"ASV32"	"Eukaryota"	NA	NA	NA	NA	NA	NA	0	910	0	137	0
"ASV320"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	244
"ASV321"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Selenomonadaceae"	"Pectinatus"	NA	0	0	243	0	0
"ASV322"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	242	0	0	0	0
"ASV323"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	241	0	0	0	0
"ASV324"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	241	0	0	0	0
"ASV325"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"helsingborgensis"	240	0	0	0	0
"ASV326"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	240	0	0
"ASV327"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	239	0	0	0	0
"ASV328"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	239	0	0	0
"ASV329"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	238	0	0	0	0
"ASV33"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	296	0	0	671
"ASV330"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	238	0	0
"ASV331"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	237	0	0	0	0
"ASV332"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"mellis"	0	0	0	0	237
"ASV333"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	236	0	0	0	0
"ASV334"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	236	0	0	0
"ASV335"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	236	0	0
"ASV336"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	236	0	0
"ASV337"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	235	0	0
"ASV338"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	234	0	0	0	0
"ASV339"	"Bacteria"	NA	NA	NA	NA	NA	NA	233	0	0	0	0
"ASV34"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	967
"ASV340"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	233	0	0	0	0
"ASV341"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	232	0	0
"ASV342"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	232	0	0
"ASV343"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	232	0	0
"ASV344"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	231	0	0	0	0
"ASV345"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	231
"ASV346"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	230	0	0	0	0
"ASV347"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	230	0	0	0	0
"ASV348"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	230	0	0
"ASV349"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	230	0	0
"ASV35"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	0	0	958
"ASV350"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	230	0
"ASV351"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	229	0	0
"ASV352"	"Eukaryota"	NA	NA	NA	NA	NA	NA	0	0	0	229	0
"ASV353"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	228	0	0	0	0
"ASV354"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	228	0	0	0
"ASV355"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	NA	0	228	0	0	0
"ASV356"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	228	0	0
"ASV357"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	227	0	0
"ASV358"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	227	0	0
"ASV359"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	227	0
"ASV36"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	955
"ASV360"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	226	0	0
"ASV361"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	0	226	0
"ASV362"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	225	0	0
"ASV363"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	0	225	0
"ASV364"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	225	0
"ASV365"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	224	0	0
"ASV366"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	224	0	0
"ASV367"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	223	0	0	0	0
"ASV368"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	0	0	222	0	0
"ASV369"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	221	0	0	0
"ASV37"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	950
"ASV370"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	221	0
"ASV371"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"mellis"	0	0	0	0	221
"ASV372"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA	220	0	0	0	0
"ASV373"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Selenomonadaceae"	"Pectinatus"	NA	0	0	220	0	0
"ASV374"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	220	0	0
"ASV375"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Morganellaceae"	"Providencia"	"sneebia"	0	0	220	0	0
"ASV376"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Frischella"	"perrara"	219	0	0	0	0
"ASV377"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	219	0	0	0	0
"ASV378"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	219	0	0
"ASV379"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	219	0
"ASV38"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	944
"ASV380"	"Bacteria"	NA	NA	NA	NA	NA	NA	218	0	0	0	0
"ASV381"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	218	0	0
"ASV382"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	217	0	0
"ASV383"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	217	0	0
"ASV384"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	217	0
"ASV385"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	0	216
"ASV386"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	215	0	0	0	0
"ASV387"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Apibacter"	NA	0	215	0	0	0
"ASV388"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	215	0	0
"ASV389"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	214	0	0	0
"ASV39"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	262	0	0	669
"ASV390"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	214	0	0
"ASV391"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	214	0
"ASV392"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	213	0	0
"ASV393"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	0	0	212	0	0
"ASV394"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	0	212	0
"ASV395"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	211	0	0	0
"ASV396"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	211	0	0
"ASV397"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	NA	0	0	0	211	0
"ASV398"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Frischella"	"perrara"	210	0	0	0	0
"ASV399"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Apibacter"	NA	0	210	0	0	0
"ASV4"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	688	0	0	1499
"ASV40"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	129	0	0	797
"ASV400"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	210	0	0
"ASV401"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	210	0	0
"ASV402"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	209	0	0	0	0
"ASV403"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	209	0	0	0
"ASV404"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	0	209	0
"ASV405"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	208	0	0	0	0
"ASV406"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Apibacter"	NA	0	208	0	0	0
"ASV407"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	208
"ASV408"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA	207	0	0	0	0
"ASV409"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"Dysgonomonas"	NA	0	207	0	0	0
"ASV41"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	912
"ASV410"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	207	0	0
"ASV411"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	207	0	0
"ASV412"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	207	0
"ASV413"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	207
"ASV414"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	205	0	0	0	0
"ASV415"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	205	0	0	0	0
"ASV416"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA	0	205	0	0	0
"ASV417"	"Eukaryota"	NA	NA	NA	NA	NA	NA	0	0	205	0	0
"ASV418"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"mellis"	0	0	0	205	0
"ASV419"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	204	0	0
"ASV42"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	888
"ASV420"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	0	204	0
"ASV421"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	204	0
"ASV422"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	203	0
"ASV423"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	203	0
"ASV424"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	202	0	0	0
"ASV425"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	202	0	0
"ASV426"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	202
"ASV427"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	201	0	0	0	0
"ASV428"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	201	0	0
"ASV429"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	0	201	0
"ASV43"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	882
"ASV430"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	200	0	0
"ASV431"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	199	0	0
"ASV432"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"helsingborgensis"	0	0	0	199	0
"ASV433"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	198	0	0
"ASV434"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	198	0	0
"ASV435"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	198	0
"ASV436"	"Bacteria"	NA	NA	NA	NA	NA	NA	197	0	0	0	0
"ASV437"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	197	0	0	0	0
"ASV438"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	196	0	0	0	0
"ASV439"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA	195	0	0	0	0
"ASV44"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	875	0	0	0
"ASV440"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	195	0	0
"ASV441"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	195	0	0
"ASV442"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA	194	0	0	0	0
"ASV443"	"Bacteria"	NA	NA	NA	NA	NA	NA	194	0	0	0	0
"ASV444"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	0	194	0
"ASV445"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	193	0	0	0	0
"ASV446"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	193	0	0	0	0
